PK_CLIENTES;PK_LOCALIDADE;PK_TEMPO;sales_amount;sales_quantity
1f994ed8b5cf59729aa44bca6e5f6d8790dded9760d740ab8e4c75110336b861;f8a2dbe685af255ad391d6804c417b9cd26859e95fe282a8b69baffeb3043d5e;fb26af7075453e02be31adc61abf6b227da6464d8e3ca514270b0d11d23e02c3;3119,8;7.0
0d2d63f1826577a38765c6909491cbc7bf97e5130d17181c01120e6ee1b7dd65;9372733c2943cb44d7992e2e992ba4d7907edab4dcea8708d79cf7de68598573;9fc9a70608030e135933f5a256b3ea10ab2e7cac14fa0c9ed2a6813047b8e85b;10714,42;34.0
525172f5b06c591bdb59119776201bf424c2c8ce179b1470075d3f2dd9fcf3c1;8ecb8f4fa3bbc7e24ccabec8dc143548bd6beea8c99406319d5cd65e831fed69;87a1286ebc12cd11960b74c73518452986e1aee8a34d1d33a03c90c40207688b;19597,31;778.0
7548ed0d82e375ec198696f60845de7c696071a2c4494de4ecbd4eb4922ae616;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;03080c82c1d9469e8c0d78d54524e66fb8c3f55609c1d81d02f0aae04222cd81;4027,26;23.0
c90514e6f0faa2398fd7df8d365db92912d4c0faf8f786795210ec0a792b6f90;2360338d56691cc90bc7dbac83903ea32ce4afff1190ba676a1367b59c2067ed;f946ba2b000dc3ef3c38b9b239b9f55dcfcfe6be1d3e1d5d2e4d615c5c0360c1;259,57;2.0
1c9f79e887e511d5c4a8d9f73969ce2a09831436a1ec4b32f3b20403cc7276e0;183e481e204589dff45362fc8e5cc107ff2e60a0e9159da6b50a85af958e5ef1;6c6b1985c8fa8f226441e380f2c0a5aa2b05acc2e0835af1f2420f11512a5cb9;3577,25;30.0
4d3e32e85e6d944ec529407d80852e61ef2a19d417ecd10b64f99b476691655b;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;dab8ae8b08186a9b6c9486e44ca3449599033e90aaddefc571a65cf911bb0813;25712,42;106.0
56da2c7486d0ead30616f38801ae6616e3740814243dd96aaac7f96961ebeaee;18bab7614334163bfa76da9250c7d78c14348149408f9ad64cfafbfa3118e8ce;235f9a103901741e0c8efac4aa2ca146240a49e818975ba6321366faa6b8e0e2;1484,64;11.0
1a3d7f08ba9f2967bd5b30eb3a3b564cf5d92766bcbd5b731bac949ecab0061d;938932257ff706742a043647c1536ca1d7b4129b69586e3347467c2aa7c9e618;201e632c798a403db796468d9682ecdfc3f0df3ee51a7ce76998dabc8a8c7341;9333,59;85.0
188096682c2d5f0a128fdd879bb851fd57ea2cd61a56aaef13e2de44bb54dbbb;08d802855f887a36198f83c2c384d25e766b8edb0df3cc8549f6e4cd65bbda61;e10fa4cd6613982b8e23cabfb6ba46b913cd165fed1905052d986acb23557028;2177,84;4.0
0f8b4693cf0a7357624e3d9f47bb180ae5b01a0060361fc41d70f9f27603cb99;18bab7614334163bfa76da9250c7d78c14348149408f9ad64cfafbfa3118e8ce;6e7492755145d1ccb5d73280834aa0d8f2a8442a997cfb1fbab42cb75f905b58;42312,73;1581.0
49e873ae1a98caad41ef8246f7e982a76d59264ef5ff08e9675c13a454176e0a;7d288f57f78d8d35c4418ce682c62ab6be7c682b78d85dd2a0d9bc27a782e5ab;88939cb7880f23b047483c08a29cc9921c0753cd6dec00c764e0ce8dc745082a;115919,37;3469.0
8dac61f8db03df50839d4c4e310a261bd657877ed8e276ddf342303588f5d92f;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;3201332f493382b0f5c60b4a135f6c085d3cee1242374f43c78b4e95a24a78c7;44968,81;108.0
1c9f79e887e511d5c4a8d9f73969ce2a09831436a1ec4b32f3b20403cc7276e0;183e481e204589dff45362fc8e5cc107ff2e60a0e9159da6b50a85af958e5ef1;e6ccfab3916be7f4802f4eb6b142f9a36003b632518f9e8088c21539e08b491b;1153,95;2.0
188096682c2d5f0a128fdd879bb851fd57ea2cd61a56aaef13e2de44bb54dbbb;08d802855f887a36198f83c2c384d25e766b8edb0df3cc8549f6e4cd65bbda61;cf9895a8ed9cb8207629e36f304150fbe7fc1587dcf2e5fa27ad40a6a31c5b2f;4821,04;8.0
be39afaa7020532c8b35069ec244640812ab43602761e17332465ac9cd93292b;a914fc4fc72788a3d1e75f4c726b68c5357e15f19d6615b3b13c62590722891c;b127ad92ec29497d43eea1d639d3ce8d617cb85191812df470aac24a29e8b5b9;39072,8;106.0
0f8b4693cf0a7357624e3d9f47bb180ae5b01a0060361fc41d70f9f27603cb99;18bab7614334163bfa76da9250c7d78c14348149408f9ad64cfafbfa3118e8ce;df6e7164d9df28cd2e520e4c7ff5efd3360f0a82738d659e1ff7c30013ba62e1;15555,3;923.0
85ac77fc134785898c3e6309726f1b8a320d0cda41cc114a3e6a76e27ca231f4;7a9009c3b3895b535e1ec4ac588e4724f48343bac108ce39614590c136394bf7;ca9dbf0f2767af98fb6c92d76d383418540e0ce3d647ed721a0384889cdb3543;2628,63;20.0
f16439297cc9a57a1c309972f48f414e2163ede9c0a885d80c97b17287f6e831;5ae58a8659162d31ccdf7b70ddf5497e35647ba2c3853b2dbcb9c03438cc48ba;ade7913bd7620704e01915805e304f867126bdd5c4d7748901db25d69f6ac746;7222,26;33.0
7bbc316e20b91b85a2fbbb7e7ca34efad2c4f68054973ccb5f9bf15931f51f2c;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;57cdc55fec8ed8193d7085538e4e01a9472fc05c4327939a3efdbc2721f80296;516,02;2.0
40f89dbfc622171529bf91ecfe539c4b85af7e08eb5d35b6e72b349ae9d80fdf;2bcf189427316acb0be21fd67c1d844e553f860d5f2f0a1edc656c0cdeb0c780;5ba5d06b03e0100f0e33601eaf656d5846ce863c8055c93450ab9834a72135ba;29259,1;50.0
4fbd289bfe3781a821937c87dac0444d113304af5ca1cc8e54c26177af013edf;f0d9357044a98d924fcaef47ae896b4128ae4d983467f540f2c3e172b700ca88;53d847ebf9b394ac3ef96fed0338d71aa56dc0fbabf06d997c4322ac5c79abed;366,18;3.0
20e5b5d61cf1cf8e40f25f8120bdccee2e45b4af2fbfb40d2adfa42c0be5eff3;7396987d15f81aa9a18f794e17a9839c47c1d79ddfdeb30cc8ec740a6e214b7f;40a10ac4d082605b5af4dec040c365d9ec8f42d8b940c6d943cfddb6e72688df;708,04;6.0
c535cb4f26ca8aae1e940af3c3da521d9a8ac540d53da41db56cadea1e5bc024;a98f5f6c9a9f4ff622be4929baf12ec6294edefba4d27c64be7d932b81d7aa11;65439271e0996a94f6ec9211e10db58124b11355c9b79d3bd7882ccfa715cb2e;3314,24;5.0
9b0a24eb059f38e9ae4a9c907c8f43938c4fc998a0b7136c6aa7f0956e0017a7;f0d9357044a98d924fcaef47ae896b4128ae4d983467f540f2c3e172b700ca88;ade7913bd7620704e01915805e304f867126bdd5c4d7748901db25d69f6ac746;538,14;2.0
61436120b2a383715fe4f453e85eb5f9d29c77e1f83bb69fd27d879124440b2d;918d706ed7adf3fe60608a065881af308fed2baa5078c5fb44ea714b1af5e494;5c0e67be2ffbf5fc9c866f8ef0287555d99ef2997d0e9f6b5f7e442aebe53660;8001,14;20.0
ff29502e66df60dc3724ebf0108f5fa0f3b3b68808e99b750464ebb753358801;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;7eff9f67e8d1b05adb6bbd56ce7e3340cb301495cd37fa12e3fdaab71ffe1c6d;206,84;2.0
838b2aaa698407a973adf4936f1a87e73ab59fccfc15c7af570207dbcb3b8104;0623704a74ca97edd42f5b737e7e0bf89a26e8802a666d6e3798cde4b47bf48d;04f6d79d18bb1cf4257642d2c6359dacd8b452614cdc16391c5e6b01ef2e6285;712,42;1.0
85ac77fc134785898c3e6309726f1b8a320d0cda41cc114a3e6a76e27ca231f4;7a9009c3b3895b535e1ec4ac588e4724f48343bac108ce39614590c136394bf7;df6e7164d9df28cd2e520e4c7ff5efd3360f0a82738d659e1ff7c30013ba62e1;819,92;1.0
824ee8ba6e9ac660a505c34516cf088c29e5eea6f872d92bfb1513bc3378975e;9e48ccebfb4912b7fcdbd4c1ba8e38d2a96da39162127906bc16f94eb7cd60cf;485052b3f8d84c0c82b6f48bbff946bb211e702ad13d38ec0d0397fe6fc27a54;929,03;38.0
8cc44616909ba28dfe0fd6d4e23fabb6e2fbb60783644128e4d47f7a1ff70be4;e5aba426d68cd5b5c31852fd39e98ed325c18955ceab7231f7e58af800adf949;06b2ca235739e39029ac0233ca6fafa9c30aa4d53d83a1d9f99d22734309a052;10417,21;29.0
c48c9b31f2009dbad3d855ac77bdd82313d197a6c428a603451fd0b18d864f1c;eb207fed0082b0d4a256a75be8582ecb84dce74a3a27b81c4fe3ecd2319cfe91;2be05ec5a7a6685e7ab9ce45f2b147c60d96e60be421ba15795f5f516b8e63df;8898,29;15.0
9d3197b24bd46da76ff444f7c275fccb7e57008ff2d089da8831179a265208c9;20edfd66f1d811aa1ce7212b388c40a6f235ec49a1e28dc7e75ae218a6820bd5;a929ca45707380365e0c66be6598a07a53dd9a729c37dabfe2cc02512db61373;2485,49;4.0
2d50d75f15602d7b09225bee2a96f5256c5424bed094fcad2135a4ffed0056a9;bfedc3c6726d9b4ed4a23844f882ebdc4b3080615fbd8fa82f3c65b493d73536;987b9651cb2898dc357d91c69ea0eeb8f934b7172b5262cb443655b8db508a1f;722,41;1.0
76ec6c2efbb7ffa71056e7975d4e32141f74eb206680b1ff9b82214eecea05ad;2360338d56691cc90bc7dbac83903ea32ce4afff1190ba676a1367b59c2067ed;d26a42abd6a35ac00d66b979ff70efd0d4058bbf1c588a97b0378f820d23bc2f;824,39;1.0
d8b172e446a6eb0bdb3389b2c08de9ba8ac40d5acbcc2f1b8048cfde06affb4f;3c6ccd71022f01f3d225b5d9e3b5dfa1b39a352233f00b7625c7519253a799d3;44e20be5655208d0598d89e3780a92d0125cd1eb272c100ebf4ed2ebaa220c50;4366,6;20.0
eca07e4b7844adea9781df5eb02ab90ab4935675f3a696ac6fb24dafa695c484;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;b0bd336461ef80950dfd90ed15531b3443b41dd80772f811582f11823290c2ea;6453,03;23.0
0b93c872c0f984eb386245ae5bd6531a998eadc1100e145a3deb933c54cf44f4;5d136789d5a02432446e5fdcc00c26a2d39885ed1083177259a3cb83e815f91a;5a0a802ca1d7970b7139267244ffe514fea9385dede55e0a44c613df00740189;314,36;1.0
3a5489d64d715611a64d4e9594b8521efeeb3bb593010bf924aa193825a411c5;b80731d06416a29df50ef1b9884f7cb62fe2bcb1e48baeb7101a24909a8859a4;f3a940964096e6c7d9b978da03f6caa526442c34e31f30fea7b3dc76eef72535;4620,43;18.0
2940d25ef73657e828fbed3afa7e2ccde31f1670c6db11fe6d8d1924548fb697;0732a3e2ab16638be0a7ed7eae6b87cf7ebc2d7d26fb23e102537f03eb86b757;5d9736ec5bbc4a1543e0a76e595bfb981d64d943a66a305a3f3652926cdf7848;14903,54;6809.0
09396e199a959e9046b2eaf5c662b95ced01bb627188c4be3638ec98751f8429;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;61aa546b47b2c76134910974b9f56323604866093cf24fc7c39aba8ece18e7ff;513,43;3.0
09aade2720e584fbe4b8ee4fbc1fe3317b87c60febb327fea8a5eb89cf534d32;2befd1778b6cca560a20c4e23ee8fddf67d41dd4e03cad9ff527ebabd93c94ad;08d373820ab0ae8f7f9b3854ee32d2c5f33a21feaa9aec2467d0ff86da32b072;220,0;1.0
e0aaf3ee95ad9495c6daf23012484d3aa618d7e4989f8255ad6ac413c2651771;009b1abb2ed838b028be88a93fa8916e8b885222ccfdcb0a5c8ab09d6a265d43;ade7913bd7620704e01915805e304f867126bdd5c4d7748901db25d69f6ac746;673,83;8.0
182959912a533548191d07ff54901ff0fb868330d2166e4c8687ee3d33bb923e;5fc425cf31883eff7295a7a7ed8b04b45abf8ffbcbb75fdb4d6e34a763323149;9a526574540960872f08cf6132b355ffe81b60f419829a6ef33fd1f339e4147d;542,56;1.0
5ad506c5f805f2a4034229c6aae47a07c931763a5e1c6a588c208689340c68cb;371561af32e1ee20f22399366fbded5f0d5bc8fba07e628724354949ecf74106;5c97eb1b81ec01dd0ffcc386d41420c2018cc9bc499d60df8ea6f4faac721084;7082,79;168.0
182959912a533548191d07ff54901ff0fb868330d2166e4c8687ee3d33bb923e;5fc425cf31883eff7295a7a7ed8b04b45abf8ffbcbb75fdb4d6e34a763323149;ce8a74c909ddfc2c7b0b3029ea9861fcf2ea3543482a20f644a6983ef9c3ee78;648,01;12.0
e281db95a53e554bf1ffaebcdb9ca0532c5312199396607dae2fc286cecffeb1;172cfa7dcf5391393ecb0c124d846cf983de26c80b3342d5fee403d3700f64dd;24831cf043b68c7e6d24a3a267bd60f5d5b69ce3b671646a069373683165b603;24046,68;1648.0
8831bb7d1dc70b2b157ff0220656a0c888d91998c3e194a52649ef5b2ed257d3;13cb71f9c35daf1d0676621bc30f5d839ef04a3ccce75710d8536ec16c1178c7;edfe946da492cbd94de1a4dd62e9b3b40a0a1382d47d489d19e24b7ed2ae77ac;2375,32;88.0
702f8050a6b5976a29b10a07f01ed11d1d4505817f09e1eb3809bf769cc51f03;78a17b0a3ef61f51e98aed78bf827173e59d08954529de2fa6a95c0fc8a07c5b;919a401c6d95ebe66a94d15134d63ca9cd4b2b29ba257ec6eed123623e64d4aa;1514,1;15.0
759f689d2a9d320b9dea2788dbb196d05d27ff7c426ab8c149ed423b3fbcc8c9;c3438a453085adb6e980503b752d586d8543fb24477ed8cb49980e3afac147a8;39b5fcfe1b86d175af76a0433fc79471201fb8bd57dc3b8f0991514c0b95c267;470,46;1.0
5d45cf87a378c71b6bde93d85f5a62fe37b4ad25b37897554aeab2cef3284494;41a1216ef0d8eed3cf2715210a921a22bcd97a9184df4b988e395c3f84feec02;298be29e3ee177ebed70aac6079a67a2a560327f935ac924cd5e641800cfbd58;598,76;5.0
3e65f76490f2f9d9f357fbf2bafa6e56e5ce325e753ff93231ac9326e5d8b548;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;b0184056fd1fe72333642fafa1317b670479eafe6dccdcb1fdb52c5e72526ef8;3783,77;15.0
ecd5ff35ae62c5b1989a421c44afd0eb5a3d2ac2936d9e35e6da1a4ae329dcfb;d5bac484d32dd5020d224bbf3d432705b14600bc70c484f9bb35afe5ffcc7a6d;5a328d5b4bf36fca8b58e6f3974bf61ba0b60b963a9f6f3ebe199338e7e011f9;1138,3;4.0
ac3ec5f492e89e53dff53ba33cf53011074d962e5e24e1f1581e45e560be977a;fad36389541a3794d12211e9a5f48a52d6e076f8157e7823c1d38ec90df51b44;0ee64d76f4155f53fd2bf9f0a491a112706e3ead5d65f1b4acc90900f16dd39f;253,11;1.0
63d0997ac2ea989caa0a7df587ef91f60b1fda50101ec79e8d430b2bcd3f2f02;4bfe85f9fed1acd31614f40a6c511891317f2ea023e62408b7826d51733e2e03;0e72282df5e24d6110b6c82fca23c59b697d2e04ab2400f7cde7b60764a70523;203,21;1.0
00544872f78baaf3ef80a07167b28a6076ea6a3f56ad92c9f938f474243bfe7f;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;1e22f86e02e6ce16dc95e9d757ad10249ef7b06d4668b69d3b50ab79ac9a6448;57542,4;720.0
ecd5ff35ae62c5b1989a421c44afd0eb5a3d2ac2936d9e35e6da1a4ae329dcfb;d5bac484d32dd5020d224bbf3d432705b14600bc70c484f9bb35afe5ffcc7a6d;82345e82ff42150cfdc0001dba6aca7f0d65177d05f9276f568499d148f0f4e0;682,54;2.0
85ac77fc134785898c3e6309726f1b8a320d0cda41cc114a3e6a76e27ca231f4;7a9009c3b3895b535e1ec4ac588e4724f48343bac108ce39614590c136394bf7;5a1ec4fb21cad32ba2f1fcfe447bd7b5b28ea7bcc263619774f769d14221873d;2363,86;104.0
10839bb4d83d9873a1b70cf1a5d9567a186de742b3312fa25528ee1fcaad83a9;5ae58a8659162d31ccdf7b70ddf5497e35647ba2c3853b2dbcb9c03438cc48ba;91bddc2853ebeb177df70d7c4a883ca290851275c79d13c92d5ff040f19472ca;649,09;3.0
4bbe2ec8385b18779b175a122b9f78fbb2ad9891cf7d9ce0e5f70607e4615030;cf862438227aa4d970a9351700c446ff0c46973b479257c34d1889f9924e994c;fded364407978491bcec6a6d175239d3333c02269834a3c0e8493db7a5f76e08;39577,5;540.0
188096682c2d5f0a128fdd879bb851fd57ea2cd61a56aaef13e2de44bb54dbbb;08d802855f887a36198f83c2c384d25e766b8edb0df3cc8549f6e4cd65bbda61;50dfa611c0064850bc08474604ff57c3b45ce36ef6f479bfec4f490f31a541db;622,02;1.0
dab3920077ef7896a07a8b1dbea24938bf09a52f6a70e62f3f8dd65b4b1be763;d6303558826647cf5200ea62f53cd3a7f5d2e0ecd7764435cff6ff9e75a9a0d7;3506bffd7fafd990f1df5b0af768ddcbcbce09b018024e986bf4046cac6b50ed;463,92;1.0
e0aaf3ee95ad9495c6daf23012484d3aa618d7e4989f8255ad6ac413c2651771;009b1abb2ed838b028be88a93fa8916e8b885222ccfdcb0a5c8ab09d6a265d43;797210c90a6788567922e8f0f44b692bba8060307c2dc224931e9d6fb6acfbaf;408,96;1.0
3dfa0084f143a2616aa2bcd0beb0724546e0b75db94aa076b7fd4b1b8ae71249;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;f8f7643ef5328253de04128d553140106fb4e25071832a20d9d5d2b0d0bfa088;305,94;1.0
32bc1383966bd33bb357b464a3a3f6d875db1b0009fd2ccd1a9b85ed4c5301b0;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;86d1523f0bf8a822f44b0b78ad17cd8238a57a105e6573d7e99336bf46c7a318;291,26;1.0
3340c0a1dc27123094d689a203801ca475e48ac49347651109d8580048bb040d;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;00b29542469ed78e60388f72e9b3546f97fe491e3c08ac005d169bbd17f01304;334,0;3.0
8831bb7d1dc70b2b157ff0220656a0c888d91998c3e194a52649ef5b2ed257d3;13cb71f9c35daf1d0676621bc30f5d839ef04a3ccce75710d8536ec16c1178c7;6850cbd05e63f5a5722fc45a478a9297592be6d583b6e49a3f8c0604d58f3b51;4655,64;176.0
821b65bb2bedad44ea991f540c502fe70af059c6be17ce34488a2bac66d4935b;734aaf43fb0d11f7de53bba0ec2acfdcc1f1c4ca66495653fe993c2cd048b4b9;49e8aba1e3c8da02547aaa21ab2f0f7461007f3d1e05666ddcaee191c70e53aa;309,93;1.0
3abadc2c44fe4ed6bb45ff47549efa5b4154ce736a8ac8d66d5fc13be4954683;2360338d56691cc90bc7dbac83903ea32ce4afff1190ba676a1367b59c2067ed;9b7076022634d63e14a8c7d844d18329716a3edd0c792da356f1f4e672561320;451,0;1.0
8831bb7d1dc70b2b157ff0220656a0c888d91998c3e194a52649ef5b2ed257d3;13cb71f9c35daf1d0676621bc30f5d839ef04a3ccce75710d8536ec16c1178c7;f336ce9a6a7590aebc5dd23d6c748875b495b6b3fc02326662104b518ec41979;22412,43;1648.0
53435223ff560687530d13e7cd46aa7d27b0f87065328ce3dbf784f37923fc48;a9340fa826f33aa744b8285f7fb57620f5be05025318b8e1137f138fb85ec495;474ab23e021d9842b686e2d9c2b17057c38cc8126198dface5d75eb53124d060;6785,28;150.0
76ec6c2efbb7ffa71056e7975d4e32141f74eb206680b1ff9b82214eecea05ad;2360338d56691cc90bc7dbac83903ea32ce4afff1190ba676a1367b59c2067ed;ebe6de590da5bf17a2bc4b8133c45c1e828a96dd36bcb2adc6035d5fa2cbbad8;500,0;50.0
93607317590179f17189b1faeac34620cd6041c38724fec3ccd749853d37c8cc;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;b5e4d38a03259b7c42abd0d5d48004f7a9fce1dcd04e09ec94d488f3dc797cd5;221,38;1.0
f5e77a5f3f95f3ab121e0219edf1178eb76df3479b5c54aceaaf113393637299;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;9e897ffc3630a929461c3321e04b74c379e549d85808621ca8493887f1e594b8;4467,17;9.0
48b16258d5fcc6f18b0eab4660197f861945a88e846f1a16dea3f08526842107;415a041ce4a72ed30f580da0d53931d7bbd77d986f14f5451b584ebbfbaf8a34;597aa9133710c3fa30d23ea8f4ca99304a14e363528e3fbb7de73abb9f505856;256,97;2.0
c7107aae4d4b79acdf4b553f9ff3839a38a32f3766c686268401f8fc825695e9;f1dcf887e828fb4c4e2e10e01e042ebc49f31b0953bd87f95d90ad904f11950a;87e96dd59a2578fef96f5bf2a39423552ddd49a2d98a291fef359db141434b2c;2200,04;9.0
415f2dc564d2049586dee4049b8d3fd40d2e841a4adb97a0ff20fb78a06146d1;e6be9c411af06e8e9984c8f76d10327301f2491a7a9a68c9f6525e80ed81c372;8eb0d5163320b40eef48a58e7e488332d941ffdf1bb13b0512adc683f0d07187;300,92;3.0
a1c84b1360d4d2d21e5d29d4c6190d1c7a08864a8e1683f409ca67a4c7b7e66a;5952d23bd26aab3a96e2328d28aed46aff8a505c4a3f80babfc8a4e15fe5d297;70a7512c941d5cea55767e438e136a0e3977db617b7678dbb7a581d48150f4eb;427,16;3.0
ae840a0a3e007314f1a658ce1cb51a57f1e6c4f360c8b6e736a0d4e7e855ac91;5ae58a8659162d31ccdf7b70ddf5497e35647ba2c3853b2dbcb9c03438cc48ba;76d7760098ab56f26184b8d11ce3683de25c31e4fe0e4b345eb1a76bf828a5bf;7724,26;56.0
1bb5aa8a7eb147ef991dfabfb17f9dff49a3ffbd4f2205c644d63bff1aceafa3;7fb8f89f9c8ad43a60a32cd821fe711f9c0596e20122f742336d011e3e5a237c;e6ccfab3916be7f4802f4eb6b142f9a36003b632518f9e8088c21539e08b491b;13718,72;40.0
267b05251a85a8cfa8463d49e8f1d7bca2c1de87aa84916b2eb64800ac2a8230;3f4ff3b32cf8f81eb3c773cfe2dae06eac7e176391cf2e7d87d041e26268e66b;2be05ec5a7a6685e7ab9ce45f2b147c60d96e60be421ba15795f5f516b8e63df;10645,36;76.0
4bbe2ec8385b18779b175a122b9f78fbb2ad9891cf7d9ce0e5f70607e4615030;cf862438227aa4d970a9351700c446ff0c46973b479257c34d1889f9924e994c;a41126d96e70df04cbf8e9ba991a9b10a53cabb0c776d6ac7fd0fc0b0e08ce68;9607,5;180.0
734ab43adbf2d65b416c81e0f616f6c18394fa76f957f2dacbeaed7122edcda1;d617e5feaaa9cc54554dc387c9f96fc8f01c01092fe62ff98929369f624c367e;35f65033593731675c5d76a976eb7393f5617486a36087307cb146482afd7a18;496,79;1.0
9768e0d7da38a75fc473dbe9d1b680ff9ecf8c10446c8a57c508c6d9a7d742fa;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;bcaed8c24cebded2c11adb16b27118a68079ceca7cf98659b15d8fd427dddf0a;1578,37;9.0
267b05251a85a8cfa8463d49e8f1d7bca2c1de87aa84916b2eb64800ac2a8230;3f4ff3b32cf8f81eb3c773cfe2dae06eac7e176391cf2e7d87d041e26268e66b;54cadb1ac12d9d5b347f5b90bb92c60f22efbef136a0f46825e1699a08807a25;4894,3;64.0
25dc166c23b9941c028c2b00eae758565e9e3f8fe6a6acfd5948e26b70de0671;031b8902952018ebf45a86a2a0940f46f4c979adf912cb1ffbf9bd373ba3a263;65439271e0996a94f6ec9211e10db58124b11355c9b79d3bd7882ccfa715cb2e;4935,87;15.0
62005e4ebc16460c472b85d1d294ed7ebb390348f09ad5d630d40551402f6361;853d3ede7f32d5cbcfb4374755b9b965dd0fe1f48c74e3cc269f86496d6ece20;eb31061b808c2a5048856a6e68eeaa87da081b32e7db1696487b1214afd66fdd;99691,66;532.0
b7f7355b3eb6dd420e929b4d008f8d10e02308846d8c7a941b2c3b02f3eec940;f770dc76bbaf41dbc800dbc608ab833c5748444b14776dac54cdfb7ad625cdbc;04f6d79d18bb1cf4257642d2c6359dacd8b452614cdc16391c5e6b01ef2e6285;234154,88;502.0
ecd5ff35ae62c5b1989a421c44afd0eb5a3d2ac2936d9e35e6da1a4ae329dcfb;d5bac484d32dd5020d224bbf3d432705b14600bc70c484f9bb35afe5ffcc7a6d;04f6d79d18bb1cf4257642d2c6359dacd8b452614cdc16391c5e6b01ef2e6285;41035,61;77.0
a9d2688f72bbeecab27c63ec4ba6d07ebf97e2d9bcb74f92d6b8869c909ae9f6;a3761e337e793f0e15c81af7527863d078ac1ad05555a465ed994ebd4c11f536;d3912035601ee859728b09ff4c44bdb2419a8411c22b3961ba26e54523cfff97;45849,74;663.0
8831bb7d1dc70b2b157ff0220656a0c888d91998c3e194a52649ef5b2ed257d3;13cb71f9c35daf1d0676621bc30f5d839ef04a3ccce75710d8536ec16c1178c7;7d5864f13912c36e4bf4db2948b3805875e5ff97b126a5b914e787009fefd88f;22035,25;648.0
ff29502e66df60dc3724ebf0108f5fa0f3b3b68808e99b750464ebb753358801;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;9df30047a5bc1002d6cd5e51e6b059d5dfb30f74bc8f94a8fe3c40721d474e9c;17341,18;142.0
f33fcf5055624f880453c271ee5ebd4fd01eaf73916374fe24374f25d0bfe394;e075fc58c524ca71d0174830347863a8a431241be762fa5f02e9057b1c172ced;c746f0bff0c21ae3709333224741c690e7bbffaf5a3fe9c11fc5e1078eae0f66;1823,51;4.0
073aa5b739967fbfa1a65b7fdd220df247653b1f39d311c5a2a159c11e22bb74;3aa947c29a33af08c9f90f9d0f76f82d5535e485350c11041bd56acd52c71d98;d7dcbe2d4100a34a37695738cf930c1b79488894dac7962193e60c7c83e0fee1;8802,49;13.0
44f3170c92e89b48fef63ffebf43cfa8b30ec42057ebe3727a61903a48ce9a18;d1e5e68611e518eaec70ed26d6bae1505cda81cf9a7a8e8ecebdda662d11724e;a41126d96e70df04cbf8e9ba991a9b10a53cabb0c776d6ac7fd0fc0b0e08ce68;3927,08;32.0
44f3170c92e89b48fef63ffebf43cfa8b30ec42057ebe3727a61903a48ce9a18;d1e5e68611e518eaec70ed26d6bae1505cda81cf9a7a8e8ecebdda662d11724e;c425c2c59c09169147ddca7693c3446a82e6f958ce889d57d150a18b6f581190;5030,77;14.0
28dddc42122de58b30c991eef5278575748d3bbdb7c9fe6b76b1f47efebac7b5;256f01a75fb2bb997c0e6dd656ac2e33fe0c96730545a9c86544d76c77f32908;38608bbf1f3154353d67e2227b5039e1b969d4537f7d6d23fcf9c1261b00ec63;16110,68;55.0
dbc5b26e6c560d784f6522520c4ebdc1f37b2bef756f1f89e5aaea582e659962;b771bf82d854fe97857d242e8ef3f6a3f4cf26f9cfb1dc2c3bb37d4d47009b48;596098955dce1de24aa5e220e8697a2c98ec225c6bc58e2ce2f25bd8d34206ff;3785,76;5.0
b425c1ff772f771edb4a790345104c8f00306f793e251835db94ff4c16d7886b;08ba23f4d5d8b92835f5c1ce4e7b8b69cd2083cd625b03acddb62769cb36faf2;5ba5d06b03e0100f0e33601eaf656d5846ce863c8055c93450ab9834a72135ba;224788,71;502.0
f310d43bbe500717729ef5ed3c92518b15f66b688690048f40e6472416b15031;2360338d56691cc90bc7dbac83903ea32ce4afff1190ba676a1367b59c2067ed;5b1db7c03a1140823313c3494f98124b3688f6a7d2c75963039fb12fc204d7f5;480,91;1.0
1bb5aa8a7eb147ef991dfabfb17f9dff49a3ffbd4f2205c644d63bff1aceafa3;7fb8f89f9c8ad43a60a32cd821fe711f9c0596e20122f742336d011e3e5a237c;44e20be5655208d0598d89e3780a92d0125cd1eb272c100ebf4ed2ebaa220c50;9273,68;36.0
